,Timestamp,Machine,Temperature,Pressure,PartLength,PartResistance
1,2022-03-08 00:00:00,1,303,100,51.24335557,5.566339626
2,2022-03-08 00:00:05,1,303,100,49.88132436,5.449365509
3,2022-03-08 00:00:10,1,303,100,49.71999078,5.263047004
4,2022-03-08 00:00:15,1,303,100,51.12230696,6.005096768
5,2022-03-08 00:00:20,1,303,100,50.56469227,5.479342658
6,2022-03-08 00:00:25,1,303,100,50.50877224,5.439026029
7,2022-03-08 00:00:30,1,303,100,49.81535851,5.60877026
8,2022-03-08 00:00:35,1,303,100,51.31026985,5.890961274
9,2022-03-08 00:00:40,1,303,100,51.47807906,5.631143626
10,2022-03-08 00:00:45,1,303,100,48.82136472,5.495896501
11,2022-03-08 00:00:50,1,303,100,50.26351646,5.50441835
12,2022-03-08 00:00:55,1,303,100,48.30267332,5.659437089
13,2022-03-08 00:01:00,1,303,100,48.54761941,5.15534046
14,2022-03-08 00:01:05,1,303,100,50.34944268,5.494700676
15,2022-03-08 00:01:10,1,303,100,49.34004826,5.751568091
16,2022-03-08 00:01:15,1,303,100,51.25315515,5.64717138
17,2022-03-08 00:01:20,1,303,100,49.8983885,5.642866868
18,2022-03-08 00:01:25,1,303,100,51.81561873,5.360527529
19,2022-03-08 00:01:30,1,303,100,49.59826085,5.465830522
20,2022-03-08 00:01:35,1,303,100,49.18147616,5.727388166
21,2022-03-08 00:01:40,1,303,100,53.48065824,5.088772883
22,2022-03-08 00:01:45,1,303,100,51.59838641,5.475248303
23,2022-03-08 00:01:50,1,303,100,51.58093518,5.687102313
24,2022-03-08 00:01:55,1,303,100,50.27339311,5.524282268
25,2022-03-08 00:02:00,1,303,100,50.55689197,5.644314513
26,2022-03-08 00:02:05,1,303,100,49.01265372,5.56406496
27,2022-03-08 00:02:10,1,303,100,53.76216141,5.647161837
28,2022-03-08 00:02:15,1,303,100,50.13731575,5.633849192
29,2022-03-08 00:02:20,1,303,100,50.0904259,5.594384912
30,2022-03-08 00:02:25,1,303,100,51.17832592,5.595428527
31,2022-03-08 00:02:30,1,303,100,50.09429531,5.923479189
32,2022-03-08 00:02:35,1,303,100,51.96311518,5.484849613
33,2022-03-08 00:02:40,1,303,100,51.77679729,5.08741033
34,2022-03-08 00:02:45,1,303,100,50.77244835,5.64970502
35,2022-03-08 00:02:50,1,303,100,53.01259894,5.003952364
36,2022-03-08 00:02:55,1,303,100,49.39786429,5.665301727
37,2022-03-08 00:03:00,1,303,100,48.88280498,5.633167414
38,2022-03-08 00:03:05,1,303,100,50.04954504,5.407172011
39,2022-03-08 00:03:10,1,303,100,51.77683027,5.572090417
40,2022-03-08 00:03:15,1,303,100,51.37344036,5.40648574
41,2022-03-08 00:03:20,1,303,100,49.7889822,5.740841831
42,2022-03-08 00:03:25,1,303,100,51.53434272,5.326715095
43,2022-03-08 00:03:30,1,303,100,51.59811512,5.487159534
44,2022-03-08 00:03:35,1,303,100,49.53064259,5.922870947
45,2022-03-08 00:03:40,1,303,100,53.5332235,5.262137756
46,2022-03-08 00:03:45,1,303,100,51.10704187,5.89146261
47,2022-03-08 00:03:50,1,303,100,53.82191511,5.30855064
48,2022-03-08 00:03:55,1,303,100,53.20776094,5.679058105
49,2022-03-08 00:04:00,1,303,100,52.79358908,5.201267357
50,2022-03-08 00:04:05,1,303,100,52.00120684,5.507572377
51,2022-03-08 00:04:10,1,303,100,52.36877467,5.539186785
52,2022-03-08 00:04:15,1,303,100,49.65584195,5.728914465
53,2022-03-08 00:04:20,1,303,100,51.09144483,5.273300462
54,2022-03-08 00:04:25,1,303,100,51.50913402,5.342580113
55,2022-03-08 00:04:30,1,303,100,51.06898968,5.042480164
56,2022-03-08 00:04:35,1,303,100,50.51059616,5.768576431
57,2022-03-08 00:04:40,1,303,100,51.56516556,6.043422201
58,2022-03-08 00:04:45,1,303,100,51.50152709,5.379640543
59,2022-03-08 00:04:50,1,303,100,49.8285082,5.324825367
